yes11Coach Note ID,Player,Coach,Session,Template,Raw Note,Structured Summary,Strengths Extracted,Work Ons Extracted,Themes Extracted,Source type,Note Date,Reviewed/ Confirmed,Status
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Level 1,,,,,,,,,,,,,
